,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,price_category
603,"Chip Chops Chicken Burger Gourmet Dog Treat, Everyday Dog Snack, Easy to Digest Dog Treat, Rich in Protein and Nutrients F...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/519NHxPm5EL._AC_UL320_.jpg,https://www.amazon.in/Chip-Chops-Everyday-Nutrients-Freeze-Dried/dp/B0BRFQ6Z7N/ref=sr_1_8716?qid=1679214760&s=pet-supplies&sr=1-8716,,,,₹275,
332,Vetoquinol Fixotic Advance Spot On 0.67ml for Dogs Upto 10kg by Jolly and Cutie Pets,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41Vi4sxdAZL._AC_UL320_.jpg,https://www.amazon.in/Vetoquinol-Fixotic-Advance-0-67ml-Jolly/dp/B084HGZXQT/ref=sr_1_3309?qid=1679214683&s=pet-supplies&sr=1-3309,3.8,19,99.0,₹176,High
29,"Purepet Sea Food Adult Cat Food, 6 kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71sXSnuTbwL._AC_UL320_.jpg,https://www.amazon.in/Purepet-Sea-Food-Adult-Cat/dp/B0BMGN18G1/ref=sr_1_102?qid=1679214631&s=pet-supplies&sr=1-102,4.2,"1,659",849.0,₹999,Premium
302,"Simple Solution Fast Acting Chew Stopper Spray for Dogs, Bitter Taste Spray Prevents Damages to Furniture by Chewing and N...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/610J6WVqntL._AC_UL320_.jpg,https://www.amazon.in/Simple-Solution-Prevents-Furniture-Nibbling/dp/B09CL8RLZK/ref=sr_1_3231?qid=1679214681&s=pet-supplies&sr=1-3231,3.0,15,,₹595,
286,Maissen Bentonite Activated Classic Quick-Clumping Cat Litter (Pack of 1),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81qUXwrqAfL._AC_UL320_.jpg,https://www.amazon.in/Maissen-Bentonite-Activated-Classic-Quick-Clumping/dp/B0BBB9P7RH/ref=sr_1_2975?qid=1679214677&s=pet-supplies&sr=1-2975,4.8,12,499.0,₹999,Premium
553,"Color Stone Decorative Polished Black Stone Pebbles for Landscape Home Garden Decor (Polished Black, 5 Kg)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61Q-t6ECcGL._AC_UL320_.jpg,https://www.amazon.in/Color-Stone-Decorative-Polished-Landscape/dp/B08WKCNY44/ref=sr_1_8474?qid=1679214755&s=pet-supplies&sr=1-8474,3.3,38,749.0,"₹1,377",Premium
291,Jainsons Pet Products Dooda Flea and Tick Collar Protection for Dogs (60 cm),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Nlg7wHjWL._AC_UL320_.jpg,https://www.amazon.in/Jainsons-Products-Dooda-Collar-Protection/dp/B07N56Q4SQ/ref=sr_1_3220?qid=1679214681&s=pet-supplies&sr=1-3220,3.3,27,484.0,₹599,Premium
567,LOKO Nylon Dog Leash Durable Leash for Running Training Pet Leashes for Large Cats and Puppys Rope with Strong Hook - (Col...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71niUZ2v7xL._AC_UL320_.jpg,https://www.amazon.in/LOKO-Durable-Running-Training-Leashes/dp/B09THK81KC/ref=sr_1_8488?qid=1679214755&s=pet-supplies&sr=1-8488,4.5,2,249.0,₹699,Premium
579,"Aquatic Remedies General Cure Aquarium Medicine, 220 ml, White",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51HPvIsXbOL._AC_UL320_.jpg,https://www.amazon.in/Aquatic-Remedies-General-Aquarium-Medicine/dp/B015Q279JG/ref=sr_1_8524?qid=1679214756&s=pet-supplies&sr=1-8524,4.3,43,,₹282,
440,Toriox Dog Water Bowl Bottle Portable Dog Travel Water Bottle Bowl 18-oz Dog Bottle Auto Dog Mug for Pets/Cats,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61s7PPyn6DL._AC_UL320_.jpg,https://www.amazon.in/Toriox-Water-Bottle-Portable-Travel/dp/B09475J4BP/ref=sr_1_6345?qid=1679214725&s=pet-supplies&sr=1-6345,4.1,52,239.0,₹499,Premium
208,Schesir Chicken fillets with Ham Multipack Canned Wet Cat Food - 50g Each - Pack of 6,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/5131Cn2qlvS._AC_UL320_.jpg,https://www.amazon.in/Schesir-Chicken-fillets-Multipack-Canned/dp/B0992MJ48D/ref=sr_1_2009?qid=1679214663&s=pet-supplies&sr=1-2009,4.3,8,521.0,₹549,Premium
290,"Smart Heart Puppy Dog Food Dry Chicken Egg and Milk, 8 kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41q5aXVYkvL._AC_UL320_.jpg,https://www.amazon.in/Smart-Heart-Puppy-Food-Chicken/dp/B01KTCOCKC/ref=sr_1_3219?qid=1679214681&s=pet-supplies&sr=1-3219,4.0,146,,,
319,"The Pets Company Plastic Dog Bone Chew Toy, Puppy Teething Toy, 9 inches",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51tdYwzr-7L._AC_UL320_.jpg,https://www.amazon.in/Dogs-Company-Plastic-Bone-inches/dp/B07CNY35P6/ref=sr_1_3296?qid=1679214683&s=pet-supplies&sr=1-3296,3.5,160,,₹155,
331,Foodie Puppies Aquarium/Fish Tank Cleaning (Aquarium Wiper) Tool Algae Scraper Double Sponge Long Steel Handle Wiper (51cm...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/514yofmk86L._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Aquarium-Wiper-High-Absorbent/dp/B0BRWFMP8K/ref=sr_1_3308_mod_primary_new?qid=1679214683&s=pet-supplies&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-3308,1.0,1,177.0,₹499,High
192,VetSafe Pest Repellent Spray for Pets/Mosquitoes Repellent Spray for pet/flea and tick Spray for Pets,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61QYcXuiECL._AC_UL320_.jpg,https://www.amazon.in/VetSafe-Pest-Repellent-Spray-Mosquitoes/dp/B09TP75QPT/ref=sr_1_1993?qid=1679214663&s=pet-supplies&sr=1-1993,3.8,39,209.0,₹350,Premium
607,Ruse Pet Good Boy Jersey No.5 Printed Round Neck Sleeveless Dog Vest Tank T-Shirt/Tees Apparel/Clothes/Tees Gift for Dogs(...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61pvPN3gwnL._AC_UL320_.jpg,https://www.amazon.in/Ruse-Printed-Sleeveless-T-Shirt-Retrievers/dp/B09DSX7ZYQ/ref=sr_1_8720?qid=1679214760&s=pet-supplies&sr=1-8720,3.7,224,549.0,"₹1,099",Premium
443,"A+a Pets’ Hock Joint, Leg Braces, Protective Compression Wrap for front & hind legs for Dogs (Small, Blue)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51h5hwCd8VL._AC_UL320_.jpg,https://www.amazon.in/Pets-Braces-Protective-Compression-Reflective/dp/B09CQ5HM36/ref=sr_1_6348?qid=1679214725&s=pet-supplies&sr=1-6348,3.0,70,,₹909,
380,"BLISSBORN Cat Litter Tray, Dog Potty Tray, Puppy Pee Pad Holder, 36 x 26 Cm Plastic Dog Pet Potty Indoor Training Toilet f...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61BGIS1fPDS._AC_UL320_.jpg,https://www.amazon.in/BLISSBORN-Litter-Holder-Plastic-Training/dp/B099S2BZQ1/ref=sr_1_4677?qid=1679214702&s=pet-supplies&sr=1-4677,4.2,48,339.0,₹613,Premium
304,Amijivdaya Small Bird Feeder with Holding Handle Pack of 1,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51-8P378cyL._AC_UL320_.jpg,https://www.amazon.in/Amijivdaya-Feeder-Holding-Handle-Transparent/dp/B07MM1DTST/ref=sr_1_3233?qid=1679214681&s=pet-supplies&sr=1-3233,3.9,"1,766",377.0,"₹1,136",Premium
238,"Pets Wizard - Pack of 2 Hand Feeding Syringe with Curve Tip for Hamsters, Puppy, Birds (Capacity 12 ml) Transparent (Pack ...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41Fx5fCuG2L._AC_UL320_.jpg,https://www.amazon.in/Pets-Wizard-Hamsters-Capacity-Transparent/dp/B09WZ5VKW5/ref=sr_1_2231?qid=1679214666&s=pet-supplies&sr=1-2231,3.2,6,199.0,₹299,High
536,"Seachem High Capacity Bio Filtration Marine and Freshwater Matrix, 500 ml",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/5126hGsCP9L._AC_UL320_.jpg,https://www.amazon.in/Seachem-Capacity-Filtration-Marine-Freshwater/dp/B004PBD4J4/ref=sr_1_7257?qid=1679214739&s=pet-supplies&sr=1-7257,4.5,775,960.0,₹968,Premium
104,"Captain Zack TazSoothe Dog Itch Relief Spray 50 ml | Skin Relief from Flea Allergy, Rashes & Other Itch Conditions | Relie...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61RtYKz5jxL._AC_UL320_.jpg,https://www.amazon.in/Captain-Zack-TazSoothe-Relief-Spray/dp/B089M926CX/ref=sr_1_897?qid=1679214645&s=pet-supplies&sr=1-897,3.9,"1,073",255.0,₹299,Premium
114,Bark Out Loud by Vivaldis - Treat Box | Perfect Gifting for Pets| Contains 4 Delicious chewstix (Treats)| for Dogs & Cats,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71ad4C4DoBL._AC_UL320_.jpg,https://www.amazon.in/Bark-Out-Loud-Vivaldis-Delicious/dp/B0B5Y7MVGB/ref=sr_1_907?qid=1679214645&s=pet-supplies&sr=1-907,4.5,30,785.0,"₹1,000",Premium
155,Qpets® Cat Toys Kitten Toys Cat Toy for Indoor Cats Cat Feathers Wand Cat Interactive Toys Set with Mouse Mice Balls and B...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61e9dvuB9+S._AC_UL320_.jpg,https://www.amazon.in/Qpets%C2%AE-Kitten-Indoor-Feathers-Interactive/dp/B094JJHZ5J/ref=sr_1_1020?qid=1679214648&s=pet-supplies&sr=1-1020,3.6,90,895.0,"₹1,169",Premium
221,"The DDS Store Pet Foot Cleaning Foam, Paw Cleaner Massage Brush Care Supplies No Washing Waterless for Dogs Cats Feet Clea...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61YS+o+mZVL._AC_UL320_.jpg,https://www.amazon.in/DDS-Cleaning-Supplies-Waterless-Aloevera/dp/B0BRYD4WQ3/ref=sr_1_2214?qid=1679214666&s=pet-supplies&sr=1-2214,,,236.0,₹399,Premium
7,"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/6140NhEjjiL._AC_UL320_.jpg,https://www.amazon.in/Drools-Absolute-Calcium-Bone-Supplement/dp/B07JQJFCS2/ref=sr_1_8?qid=1679214629&s=pet-supplies&sr=1-8,4.2,"8,856",391.0,₹460,Premium
248,"Skypearll Solar Fountain for Garden, Solar Fountain Pump with 4 Nozzle, Free Standing Floating Solar Powered Water Fountai...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71PkOPVwhXL._AC_UL320_.jpg,https://www.amazon.in/Skypearll-Fountain-Standing-Floating-Powered/dp/B08D7TN7M1/ref=sr_1_2289?qid=1679214668&s=pet-supplies&sr=1-2289,3.2,136,799.0,"₹1,999",Premium
470,Petslover Pet Blanket Breathable Soft Fleece Blanket Dog Throw Blanket Brown Colour Size - Large,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61SnXON9TsL._AC_UL320_.jpg,https://www.amazon.in/Petslover-Blanket-Breathable-Fleece-Throw/dp/B0924K23HH/ref=sr_1_6855?qid=1679214732&s=pet-supplies&sr=1-6855,4.3,47,719.0,"₹1,899",Premium
335,"Dr Venture Anti-tick and Flea Dog Shampoo 200 ml + Anti-Tick and Flea Spray for All Breeds Like Dogs, Cats and Puppies Kil...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71F0JgwxwrS._AC_UL320_.jpg,https://www.amazon.in/Venture-Anti-tick-Anti-Tick-Enriched-Aloevera/dp/B09NQDM89V/ref=sr_1_3312?qid=1679214683&s=pet-supplies&sr=1-3312,3.7,12,308.0,₹748,Premium
457,Finalize Slicker Dog Comb Brush Pet Grooming Brush Daily Use to Clean Loose Fur & Dirt Great for Dogs and Cats with Medium...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71RWckdybgL._AC_UL320_.jpg,https://www.amazon.in/Finalize-Slicker-Grooming-Deshedding-Brush-Multicolour/dp/B0BTG293X9/ref=sr_1_6842?qid=1679214732&s=pet-supplies&sr=1-6842,5.0,4,389.0,"₹1,099",Premium
328,Fish Attractant Hing Flavor for Fishing Bait,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71VFkj0cLFL._AC_UL320_.jpg,https://www.amazon.in/Fish-Attractant-Hing-Flavor-Fishing/dp/B09PD6SFSR/ref=sr_1_3305?qid=1679214683&s=pet-supplies&sr=1-3305,2.7,12,199.99,₹498,High
320,"PAWPOURRI Premium Panda Design Natural Suede Leather Chew Toy for Adult Dogs, Puppies, Cats | Tough, Durable and Fun | Che...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71rnIAKsBAL._AC_UL320_.jpg,https://www.amazon.in/PAWPOURRI-Premium-Natural-Leather-Interactive/dp/B0BGP8LD7W/ref=sr_1_3297?qid=1679214683&s=pet-supplies&sr=1-3297,3.3,5,228.0,₹285,Premium
289,Goofy Tails Reusable Pee Pads for Dogs | Washable Dog Pee Pads for Dogs | Non Slip Pee Pads for Puppies | Reusable Pads| R...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61x+GcsnDLL._AC_UL320_.jpg,https://www.amazon.in/Goofy-Tails-Reusable-Grey-Black/dp/B0B7RZ5BTB/ref=sr_1_3218?qid=1679214681&s=pet-supplies&sr=1-3218,4.6,9,1049.0,"₹1,600",Premium
140,Zaktag Aquarium Mechanical Filter White Sponge 3 Feet,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41W8tT7VJDL._AC_UL320_.jpg,https://www.amazon.in/Zaktag-Aquarium-Mechanical-Filter-Sponge/dp/B00P0WMUBK/ref=sr_1_981?qid=1679214647&s=pet-supplies&sr=1-981,3.9,260,112.0,₹299,High
213,"Choostix Natural Dog Treat, 450g (Pack of 2)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71sim0M9wcL._AC_UL320_.jpg,https://www.amazon.in/Choostix-Natural-Treat-450g-Pack/dp/B074MJ7VJD/ref=sr_1_2014?qid=1679214663&s=pet-supplies&sr=1-2014,4.0,120,340.0,₹400,Premium
43,"Foodie Puppies Anti-Bacterial Pet Wet Wipes for Dogs, Puppies, & Pets with Fresh Apple Scent 6""x 8"" - Pack of 100 Wipes |(...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/716WunDd3pL._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Wipes-Fresh-Apple/dp/B088PWQ9XB/ref=sr_1_116?qid=1679214631&s=pet-supplies&sr=1-116,4.3,465,399.0,₹998,Premium
42,"Whiskas Tasty Mix Adult (1+ year) Wet Cat Food Made With Real Fish, Chicken With Tuna And Carrot in Gravy, 70g",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51BwRDaSE4L._AC_UL320_.jpg,https://www.amazon.in/Whiskas-Adult-Tasty-Chicken-Carrot/dp/B0928PQC2D/ref=sr_1_115?qid=1679214631&rdc=1&s=pet-supplies&sr=1-115,4.4,"1,070",840.0,"₹1,200",Premium
73,Milky Chew Stick Style for Dogs of All Ages and Sizes Premium Milk-Flavoured Treat Rawhide Free Nutritional Benefits Stren...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61jh9Sjrm9L._AC_UL320_.jpg,https://www.amazon.in/Dogaholic-Treats-Favorite-Flavors-Available/dp/B09HXHX2RM/ref=sr_1_842?qid=1679214643&s=pet-supplies&sr=1-842,4.5,52,572.0,₹670,Premium
494,Pets Empire Stainless Steel Classic Dog Bowl - Mirror Finish 2800 ML,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31fztPGMOYL._AC_UL320_.jpg,https://www.amazon.in/Pets-Empire-Stainless-Steel-Classic/dp/B072N7Z12Q/ref=sr_1_6951?qid=1679214734&s=pet-supplies&sr=1-6951,3.6,45,249.0,₹500,Premium
613,"Pedigree Puppy Dry Dog Food, Chicken & Milk, 10kg Pack & Adult Biscrok Biscuits Dog Treat (Above 4 Months) Lamb Flavour, 9...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/817e68sGiaL._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Chicken-Biscrok-Biscuits-Flavour/dp/B09VHBLRVQ/ref=sr_1_8726?qid=1679214760&s=pet-supplies&sr=1-8726,,,2521.0,"₹2,640",Premium
66,PSK PET MART White Twisted Chew Sticks for Dogs Pack of 1kg,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61C53Tbi-zL._AC_UL320_.jpg,https://www.amazon.in/PSK-PET-MART-White-Twisted/dp/B085CD2X8F/ref=sr_1_571?qid=1679214638&s=pet-supplies&sr=1-571,4.3,199,469.0,₹999,Premium
11,"Pedigree Puppy Wet Dog Food, Chicken in Gravy with Vegetables, 15 Pouches (15 x 70g)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61h4IFyLZDL._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Puppy-Chicken-Chunks-Gravy/dp/B08499CRPF/ref=sr_1_12?qid=1679214629&s=pet-supplies&sr=1-12,4.5,"8,057",,₹525,
199,Heads Up For Tails Cat Litter Natural & Clumping - Lavender Scented - 10 kg,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71BK1xXVrxL._AC_UL320_.jpg,https://www.amazon.in/Heads-Up-Tails-Clumping-Lavender/dp/B08D37SCNP/ref=sr_1_2000?qid=1679214663&s=pet-supplies&sr=1-2000,4.0,59,1234.0,"₹1,299",Premium
525,"KOZI PET Rectangular Shaped Oxford Fabric Fiber Filled Dog & Cat Beds (Export Quality) (Small, Brown)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61CCe0tA-lL._AC_UL320_.jpg,https://www.amazon.in/KOZI-PET-Rectangular-Shaped-Quality/dp/B085S4CN8M/ref=sr_1_7174?qid=1679214738&s=pet-supplies&sr=1-7174,4.2,240,699.0,"₹1,499",Premium
550,Jagmagahat Home Marble Stones for Vase Filler or Pebbles for Home Decor/Glass Marble Capsule Pebbles/Glass/Gravels/Stone/B...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/31enf+fsJmL._AC_UL320_.jpg,https://www.amazon.in/Jagmagahat-Pebbles-Capsule-Aquarium-Fountain/dp/B09MM2ZDCX/ref=sr_1_7271?qid=1679214739&s=pet-supplies&sr=1-7271,,,299.0,₹599,Premium
432,Royal Pets Cart Dog Bed & Cat Bed Grey Furr Color Anti-Skid Bottom & Machine Washable(Reversible)-Medium,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71fp0LI3tFL._AC_UL320_.jpg,https://www.amazon.in/Royal-Pets-Cart-Anti-Skid-Reversible/dp/B09F6G1PMV/ref=sr_1_6337?qid=1679214725&s=pet-supplies&sr=1-6337,3.8,43,1249.0,"₹2,449",Premium
259,"Pure Source India Heavy Duty Diamond Cut Silver Dog Choke Chain Training Dog Collar for Cats, Puppies and Dogs (24 inch), ...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/719go4oeIoL._AC_UL320_.jpg,https://www.amazon.in/Pure-Source-India-Diamond-Training/dp/B0B4WDCLYY/ref=sr_1_2300?qid=1679214668&s=pet-supplies&sr=1-2300,4.3,10,199.0,₹599,High
595,Tetra LouHan | 250ml / 86g | Aquarium Fish Food,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81HOWs1u2IS._AC_UL320_.jpg,https://www.amazon.in/TETRA-LouHan-250ml-Aquarium-Fish/dp/B00MEHIARM/ref=sr_1_8540_mod_primary_new?qid=1679214756&s=pet-supplies&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-8540,3.4,16,450.0,₹800,Premium
530,"Jerhigh KSY Chicken Jerky Dog Treats, Human Grade High Protein Chicken, Fully Digestible Healthy Snack & Training Treat, C...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81mt4B8P-dL._AC_UL320_.jpg,https://www.amazon.in/Jerhigh-Chicken-Digestible-Training-Products/dp/B08R8YLRBQ/ref=sr_1_7251?qid=1679214739&s=pet-supplies&sr=1-7251,4.8,6,870.0,₹999,Premium
582,"AVI CRAVE Natural Mineral Block and Cuttlefish Bone Toy for Birds,Budgies,Finches,Cocktail,Parrot,Conure,African Gray,Maca...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71kXmQR2DQL._AC_UL320_.jpg,https://www.amazon.in/AVI-CRAVE-Natural-Cuttlefish-Cocktail/dp/B08GYN6VF4/ref=sr_1_8527?qid=1679214756&s=pet-supplies&sr=1-8527,3.8,37,249.0,₹999,Premium
83,Dogsee Chew 100% Natural Turmeric Cheese Based Dental Chews Medium Bars (140 Gm),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61gA+deOFsL._AC_UL320_.jpg,https://www.amazon.in/Dogsee-Natural-Turmeric-Cheese-Dental/dp/B07VSN126T/ref=sr_1_852_mod_primary_new?qid=1679214643&s=pet-supplies&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-852,4.5,206,314.0,₹369,Premium
393,"Pets Empire Barkbites Dog Treats 70 GMS (Liver Flavour, Single Pack)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/710LIn-GMsL._AC_UL320_.jpg,https://www.amazon.in/Empire-Barkbites-Treats-Flavour-Single/dp/B08LSPLX8V/ref=sr_1_4954?qid=1679214706&s=pet-supplies&sr=1-4954,4.1,33,149.0,₹180,High
312,"NPET Dog Poop Scooper, Portable Pooper Scooper for Walking Large, Medium and Small Dogs, Sanitary Pet Waste Pick Up, Heavy...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61WX4NSWntL._AC_UL320_.jpg,https://www.amazon.in/NPET-Scooper-Portable-Sanitary-Attachment/dp/B09QFQCRY1/ref=sr_1_3289?qid=1679214683&s=pet-supplies&sr=1-3289,3.1,31,499.0,"₹1,499",Premium
399,Adios Dog Belt Combo of Red Black Ghungroo Dog Collar with Black Lead Specially for Medium Breed Dog Collar Leash,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81aot1P8v3L._AC_UL320_.jpg,https://www.amazon.in/Adios-Combo-Black-Collar-Lengthy/dp/B085TKD2WK/ref=sr_1_4960?qid=1679214706&s=pet-supplies&sr=1-4960,4.4,10,210.0,₹599,Premium
79,"Optimum All Life Stages Happy Fins Cichlid Quick Red Pellet Fish Food, 300 g",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71e+qCK9aNL._AC_UL320_.jpg,https://www.amazon.in/Optimum-Cichlid-300g-Aquarium-Fish/dp/B00PVYATQ0/ref=sr_1_848?qid=1679214643&s=pet-supplies&sr=1-848,4.3,396,222.0,₹450,Premium
23,"Pedigree Dentastix Oral Care Treats for Medium Breed Adult Dogs (10-25 kg), Bacon Flavor, 28 Sticks, 720 g",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61hB1pz8ceL._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Dentastix-Medium-10-25kg-Monthly/dp/B01BBXRK7K/ref=sr_1_24?qid=1679214629&rdc=1&s=pet-supplies&sr=1-24,4.5,"7,332",,₹800,
227,"Qpets® Oversized Enclosed Cat Litter Box with Odor Door, Foldable cat Litter Tray, Drawer Design Litter Box for Cats Large...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61zzLLQyNnL._AC_UL320_.jpg,https://www.amazon.in/Qpets%C2%AE-Oversized-Enclosed-Litter-Foldable/dp/B09ZHVPKJ9/ref=sr_1_2220?qid=1679214666&s=pet-supplies&sr=1-2220,4.2,8,3259.0,"₹4,328",Premium
336,Hiputee Condo Activity Kitten Cat Tree - Ladder | Detachable Bed | Dangling Ball | Fur Fabric | Scratching Post | Jute Rop...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/6107Pn6tLiL._AC_UL320_.jpg,https://www.amazon.in/Hiputee-Condo-Activity-Kitten-Tree/dp/B0B8VK451S/ref=sr_1_3553?qid=1679214688&s=pet-supplies&sr=1-3553,4.7,4,3306.0,"₹10,498",Premium
370,"Petvit Peanut Butter with Dry Roasted Peanuts, Honey & Flaxseed, Dog Treats Healthy Peanut Butter | No Added Salt | Xylito...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61toKsaD8dL._AC_UL320_.jpg,https://www.amazon.in/Petvit-Roasted-Peanuts-Flaxseed-Healthy/dp/B0BC3QZ2D7/ref=sr_1_4667?qid=1679214702&s=pet-supplies&sr=1-4667,3.0,2,279.0,₹350,Premium
236,"Qpets® Stainless Steel Professional Dog Grooming Shears Set - Thinning, Straight, Curved Shears and Comb for Long Short Ha...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61dgR-bf5HL._AC_UL320_.jpg,https://www.amazon.in/Qpets%C2%AE-Stainless-Professional-Grooming-Shears/dp/B0BN7SX82S/ref=sr_1_2229?qid=1679214666&s=pet-supplies&sr=1-2229,4.6,5,1251.0,"₹1,737",Premium
234,"ADB CREATIONS Rawhide Pressed Calcium Chew Bones for Adult Dogs (5 inch Size, Beef) - Pack of 1kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/7164RI5n5aL._AC_UL320_.jpg,https://www.amazon.in/ADB-Creations-Pressed-Chew-Bones/dp/B08PP8QDZ1/ref=sr_1_2227?qid=1679214666&s=pet-supplies&sr=1-2227,4.2,232,410.0,₹999,Premium
310,Maharaj Mall Pet Screen Door Inside Door 9.4x11.4x0.4 inch Lockable Magnetic Flap Screen Automatic Lockable Black Door for...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61pxxXIHMvL._AC_UL320_.jpg,https://www.amazon.in/Maharaj-Mall-9-4x11-4x0-4-Lockable-Automatic/dp/B09Z2NKM69/ref=sr_1_3239?qid=1679214681&s=pet-supplies&sr=1-3239,4.1,13,899.0,"₹1,299",Premium
256,"gonicc Professional Dematting Comb with 2 Sided for Dogs and Cats, 17+9 Precision Teeth, Ergonomically Designed, Dematting...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71UfXXF55JL._AC_UL320_.jpg,https://www.amazon.in/Gonicc-Professional-Dematting-Sided-Undercoat/dp/B09B2BC3BY/ref=sr_1_2297?qid=1679214668&s=pet-supplies&sr=1-2297,4.5,656,299.0,₹599,Premium
137,"Jerhigh Wet Dog Food For All Life Stages, Human Grade High Protein Chicken, Gravy Roasted Duck (Pack of 12)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/611YZ+qPVoL._AC_UL320_.jpg,https://www.amazon.in/Jerhigh-Human-Protein-Chicken-Roasted/dp/B08R9WBKBG/ref=sr_1_978?qid=1679214647&s=pet-supplies&sr=1-978,4.6,157,,₹720,
